iter	Logloss
0	0.6917975388
1	0.6905639953
2	0.6893667446
3	0.6883635753
4	0.6872906212
5	0.686522366
6	0.6858638981
7	0.6849359435
8	0.6843554277
9	0.6838037278
10	0.6830756419
11	0.6817365038
12	0.681027832
13	0.6805182439
14	0.6798483602
15	0.678654775
16	0.6780690883
17	0.6777069825
18	0.6771508689
19	0.6765593051
20	0.6755011991
21	0.675114277
22	0.6745781651
23	0.6740482792
24	0.673394829
25	0.6730332345
26	0.6725514619
27	0.6718680548
28	0.6714671359
29	0.6709502583
30	0.6705139918
31	0.6701708612
32	0.6696816637
33	0.669183064
34	0.6686910101
35	0.6683785979
36	0.6679469931
37	0.6676655971
38	0.6674603478
39	0.6671188966
40	0.6662678537
41	0.6660765939
42	0.6653945071
43	0.6650740232
44	0.6648762036
45	0.6646883198
46	0.6643768915
47	0.6640265919
48	0.6636941801
49	0.6633870772
50	0.6630052942
51	0.6626210148
52	0.6623079899
53	0.6619001
54	0.6613408652
55	0.6607847026
56	0.6605052189
57	0.6601615813
58	0.6597700167
59	0.659363911
60	0.6591429156
61	0.6586884236
62	0.6586084344
63	0.6582302336
64	0.657887244
65	0.6576159226
66	0.6572714738
67	0.6569535743
68	0.6567469324
69	0.6564685568
70	0.656154505
71	0.6558038493
72	0.6554474687
73	0.6551951142
74	0.6547869724
75	0.6546201186
76	0.6544430829
77	0.654323136
78	0.6540286437
79	0.6536366425
80	0.6534114965
81	0.6530487392
82	0.6529261929
83	0.6525692829
84	0.6524501265
85	0.6523924906
86	0.6520789894
87	0.6518882027
88	0.651604163
89	0.6514802179
90	0.6512927349
91	0.6510684815
92	0.6509138497
93	0.6507733856
94	0.6506175315
95	0.6504122501
96	0.65018991
97	0.6499730746
98	0.6496259955
99	0.6493721775
100	0.6490355899
101	0.648911649
102	0.6487621829
103	0.6486847558
104	0.6484720559
105	0.6482585898
106	0.6481478557
107	0.6480881774
108	0.647789144
109	0.6476040956
110	0.6472983403
111	0.6470878023
112	0.6468193712
113	0.6466068876
114	0.6462798074
115	0.6460701601
116	0.6458037479
117	0.6455905726
118	0.6454420405
119	0.6452747647
120	0.6451009811
121	0.6448979062
122	0.6446930207
123	0.644598301
124	0.6444310075
125	0.6442443379
126	0.6440959327
127	0.6438877301
128	0.643789948
129	0.6435363891
130	0.6432888716
131	0.643111531
132	0.6430625701
133	0.6428680062
134	0.6427889851
135	0.6426002777
136	0.6424475736
137	0.642276034
138	0.6420974948
139	0.6418148684
140	0.6416143116
141	0.6414033122
142	0.641168614
143	0.6409998439
144	0.6407453815
145	0.6406210523
146	0.6405601369
147	0.640397539
148	0.6402895715
149	0.6401237941
150	0.6399283052
151	0.6397167298
152	0.639443856
153	0.6392554629
154	0.6390002615
155	0.6387970739
156	0.6386178141
157	0.6385013841
158	0.6382684666
159	0.6380724182
160	0.6379567352
161	0.6377830963
162	0.6376267914
163	0.6374933678
164	0.6373547137
165	0.6370534422
166	0.6369173895
167	0.6366728955
168	0.6365119295
169	0.6363361873
170	0.6361694402
171	0.6360664645
172	0.6358448036
173	0.6356408932
174	0.6355182664
175	0.6352201942
176	0.6350381153
177	0.6348397519
178	0.6347334865
179	0.6346447196
180	0.6344928133
181	0.6344055705
182	0.6341986643
183	0.6339520265
184	0.6338060344
185	0.6336568137
186	0.6335849313
187	0.6334926584
188	0.6333497753
189	0.6331958526
190	0.6329759109
191	0.6328047409
192	0.6325766818
193	0.6324108974
194	0.6322939478
195	0.6320967096
196	0.6319433817
197	0.631809263
198	0.6316472147
199	0.6314882083
200	0.6314232864
201	0.6312748007
202	0.6311459469
203	0.6310214603
204	0.6308732361
205	0.6307245688
206	0.6306315561
207	0.6304980813
208	0.6303914994
209	0.6303061662
210	0.6301672097
211	0.6300451754
212	0.6299318541
213	0.6298059043
214	0.6297439559
215	0.6296295254
216	0.6294308548
217	0.6293402905
218	0.6292316527
219	0.6290709278
220	0.628970633
221	0.6288216558
222	0.6287146654
223	0.6286388433
224	0.6285120403
225	0.6284201353
226	0.6282970365
227	0.6281855919
228	0.6279820858
229	0.6278038468
230	0.6276533075
231	0.6275409669
232	0.627424295
233	0.6272903071
234	0.6271226903
235	0.626919556
236	0.6267809763
237	0.6267067844
238	0.6265490084
239	0.6264200305
240	0.626364342
241	0.6262469775
242	0.6260786605
243	0.6258260891
244	0.6257436409
245	0.6256317981
246	0.6255592203
247	0.6254575324
248	0.6253715
249	0.6252776743
250	0.6251655429
251	0.625032597
252	0.6249471166
253	0.6248676658
254	0.6247359374
255	0.624595882
256	0.6244852013
257	0.6243920033
258	0.6242431949
259	0.6241521097
260	0.6240703368
261	0.6240131569
262	0.6239095548
263	0.6238163665
264	0.6237224389
265	0.6235475289
266	0.6234596018
267	0.6233709062
268	0.623306443
269	0.6231321753
270	0.6229805612
271	0.6228862674
272	0.6227360109
273	0.6226299535
274	0.6225511978
275	0.622461612
276	0.6223441889
277	0.6222314997
278	0.6221462326
279	0.6220345025
280	0.6219888147
281	0.6218827538
282	0.6217472237
283	0.6216663001
284	0.6215125003
285	0.6214420695
286	0.6212665799
287	0.6212175436
288	0.6211700771
289	0.6211065006
290	0.6210577835
291	0.6209156085
292	0.6207855832
293	0.6207075923
294	0.6205960384
295	0.6205163718
296	0.6203511678
297	0.6202107219
298	0.6200892559
299	0.6200418114
300	0.619922237
301	0.6198311212
302	0.6196915675
303	0.6195548817
304	0.6194406952
305	0.6193793902
306	0.6193451927
307	0.619265456
308	0.6191562445
309	0.619056687
310	0.6189591332
311	0.6188186673
312	0.6187126917
313	0.6186190063
314	0.6185376529
315	0.6184331537
316	0.6184054896
317	0.6182276868
318	0.6180245986
319	0.6179532527
320	0.6179100898
321	0.6177802735
322	0.6176755594
323	0.6175570443
324	0.6174915069
325	0.6174774921
326	0.6173765772
327	0.6172854164
328	0.6171911001
329	0.6170381527
330	0.6169357405
331	0.6168416835
332	0.6167284224
333	0.6166453379
334	0.616515779
335	0.6163826933
336	0.6163584592
337	0.616272777
338	0.6161208773
339	0.6160997078
340	0.6160066048
341	0.6159023154
342	0.6158475572
343	0.6157555773
344	0.6156529242
345	0.6155517408
346	0.6155422516
347	0.6154577119
348	0.6153810582
349	0.615270834
350	0.6151978881
351	0.6151264586
352	0.6150248937
353	0.6149211104
354	0.6148527912
355	0.6147419384
356	0.6146107346
357	0.6145256419
358	0.614474072
359	0.6143615675
360	0.6142773114
361	0.6142217817
362	0.6141216523
363	0.6140808227
364	0.614019452
365	0.6139216563
366	0.6138276061
367	0.6137410715
368	0.6136568153
369	0.6136020814
370	0.6135395997
371	0.6134902731
372	0.6134461718
373	0.6133483968
374	0.613295443
375	0.61325745
376	0.6132021187
377	0.613134755
378	0.6130547277
379	0.6129666577
380	0.6128481613
381	0.6126888879
382	0.612663598
383	0.6125694118
384	0.6124527313
385	0.6123735491
386	0.6122892304
387	0.6121986854
388	0.6120781225
389	0.6119802706
390	0.6118880281
391	0.611800479
392	0.6117264665
393	0.6116701215
394	0.6116085335
395	0.6115429994
396	0.6113910397
397	0.6113684327
398	0.6113002661
399	0.6112430959
400	0.611192339
401	0.6110415796
402	0.6109664693
403	0.6108640409
404	0.6108576387
405	0.6108483066
406	0.6107909056
407	0.6107370275
408	0.6106797975
409	0.6105767199
410	0.6104567335
411	0.6103588798
412	0.6102470718
413	0.6101940204
414	0.6101393792
415	0.6100561414
416	0.6099266221
417	0.6098434468
418	0.609767159
419	0.6097596992
420	0.6096633702
421	0.6096187286
422	0.6095713864
423	0.6094823806
424	0.6093911704
425	0.6093876978
426	0.6093134871
427	0.6092466149
428	0.6092396053
429	0.6092040404
430	0.6091904654
431	0.6091072818
432	0.6090447306
433	0.6089935689
434	0.6089672241
435	0.6089150342
436	0.6088212736
437	0.6087071143
438	0.6086579683
439	0.6085689387
440	0.608450807
441	0.6084078188
442	0.6083366361
443	0.6082744675
444	0.6081886326
445	0.6081448343
446	0.6081253337
447	0.6080856221
448	0.6080455075
449	0.6079903237
450	0.607920779
451	0.6078759539
452	0.6078720597
453	0.6078257713
454	0.6077282003
455	0.6076709614
456	0.6075854977
457	0.6074934241
458	0.6073176587
459	0.607312171
460	0.6073065594
461	0.6072747869
462	0.6072419172
463	0.6072394378
464	0.6071271094
465	0.607070715
466	0.6070050064
467	0.6069144501
468	0.6068657594
469	0.6067976331
470	0.6067208932
471	0.6066664513
472	0.6066205048
473	0.6064921544
474	0.606488896
475	0.6064069793
476	0.6064024132
477	0.6063434483
478	0.606313896
479	0.6062196884
480	0.6060855679
481	0.6060261587
482	0.6059910276
483	0.6059309297
484	0.6058337448
485	0.6057916677
486	0.6057400564
487	0.6056454291
488	0.6056005608
489	0.6055304752
490	0.6055276811
491	0.6054574269
492	0.6053952553
493	0.6053058026
494	0.6052058462
495	0.6052031167
496	0.6051776537
497	0.6051451118
498	0.6050568037
499	0.6049610807
500	0.6048528155
501	0.604786403
502	0.6047604729
503	0.604683631
504	0.6045901305
505	0.6045173292
506	0.6044618246
507	0.6043845202
508	0.6042924609
509	0.6041662848
510	0.6041632124
511	0.6040717281
512	0.6040226738
513	0.6040035487
514	0.6039168166
515	0.6038313887
516	0.6038049247
517	0.603697343
518	0.6036925056
519	0.6036571341
520	0.6035796006
521	0.603508872
522	0.6034592967
523	0.6033898119
524	0.6033141659
525	0.6032348414
526	0.6031252094
527	0.6030555139
528	0.6030527417
529	0.6030494763
530	0.6029553052
531	0.6029062646
532	0.602766283
533	0.6027513298
534	0.6027158275
535	0.6026339571
536	0.6025784996
537	0.6024818041
538	0.6024221843
539	0.6024183544
540	0.6023629664
541	0.6023155004
542	0.6022707059
543	0.6022202731
544	0.6021617751
545	0.6021027463
546	0.6020481426
547	0.6019694717
548	0.6019266877
549	0.6018564586
550	0.6018524977
551	0.6017464516
552	0.6016784349
553	0.60163323
554	0.6015740099
555	0.601503066
556	0.601425146
557	0.6013874229
558	0.6013851008
559	0.6013244708
560	0.6012664288
561	0.6012079372
562	0.6011737392
563	0.6011345771
564	0.6010787741
565	0.6010216065
566	0.6009718066
567	0.6009370917
568	0.6008986837
569	0.6008948324
570	0.6008575935
571	0.6008108134
572	0.6007834094
573	0.6007148043
574	0.6005763378
575	0.600451447
576	0.6003548948
577	0.6003129351
578	0.6002679649
579	0.6002455295
580	0.6001683328
581	0.6000999483
582	0.6000556649
583	0.5999747425
584	0.5998959965
585	0.5998203365
586	0.5997826308
587	0.5997791795
588	0.5997320927
589	0.5997112243
590	0.599641664
591	0.5995718852
592	0.5995686124
593	0.5995647611
594	0.5995612813
595	0.5994994248
596	0.5994971666
597	0.5994709449
598	0.5994293583
599	0.5993974109
600	0.5993302423
601	0.5992856177
602	0.5992457017
603	0.5991524924
604	0.5990878088
605	0.5989990273
606	0.5989591228
607	0.5989542568
608	0.59893051
609	0.5989122822
610	0.5989102744
611	0.5988571941
612	0.5988176238
613	0.5987706026
614	0.5987406866
615	0.598691307
616	0.5986205103
617	0.5985474621
618	0.5985131454
619	0.5984748525
620	0.5984285755
621	0.5983578035
622	0.5982768095
623	0.5982157777
624	0.5982099404
625	0.5981571226
626	0.5981538358
627	0.5980964148
628	0.5980951002
629	0.5980524916
630	0.5979946437
631	0.5979716176
632	0.5979355415
633	0.5978796304
634	0.5978288696
635	0.5977549685
636	0.5976832922
637	0.597659597
638	0.5976375284
639	0.5975763715
640	0.5975152652
641	0.5974976401
642	0.5974391918
643	0.5973862372
644	0.5973407222
645	0.597304683
646	0.5973020248
647	0.5972615258
648	0.5972501895
649	0.5971813285
650	0.5971674735
651	0.5971572939
652	0.5971178297
653	0.5970697182
654	0.5970227765
655	0.5969764636
656	0.5969699894
657	0.5969681603
658	0.5968894345
659	0.5967878782
660	0.5967465365
661	0.5966854009
662	0.5966668712
663	0.596598667
664	0.5965536649
665	0.5965109774
666	0.5964698173
667	0.5964158668
668	0.596336465
669	0.5962830365
670	0.5961786725
671	0.5961303926
672	0.5960984505
673	0.5960689951
674	0.5960001017
675	0.5959543976
676	0.5959354451
677	0.5958828513
678	0.5958454592
679	0.5958130457
680	0.5957786375
681	0.5957328759
682	0.5956528367
683	0.5956442108
684	0.5956420743
685	0.5956165375
686	0.5955403384
687	0.5954969
688	0.5954017763
689	0.5953524449
690	0.5952789836
691	0.5952633829
692	0.5952601959
693	0.5952379173
694	0.5952339372
695	0.5951773211
696	0.5951534355
697	0.5951113414
698	0.595092112
699	0.5950687669
700	0.5950055839
701	0.5949358242
702	0.5949155574
703	0.5948654787
704	0.5947879348
705	0.594778453
706	0.5946976538
707	0.5946774812
708	0.5946557664
709	0.5946036346
710	0.5945652571
711	0.5945631063
712	0.5945372827
713	0.5944680635
714	0.594395364
715	0.5943523741
716	0.5943006793
717	0.5942236323
718	0.5942126025
719	0.594163154
720	0.5940778738
721	0.5940547951
722	0.594052187
723	0.5940117448
724	0.5939441412
725	0.5939360883
726	0.5938907102
727	0.5938413224
728	0.5937886122
729	0.5937217089
730	0.5936810238
731	0.5935887953
732	0.5935692757
733	0.5934831719
734	0.5934177975
735	0.5933267825
736	0.5932728231
737	0.5932215047
738	0.5931708351
739	0.5931435931
740	0.5931233558
741	0.5930919987
742	0.5930844337
743	0.5930308488
744	0.5929864932
745	0.5929521973
746	0.5928867445
747	0.5928040905
748	0.5927407979
749	0.5926438594
750	0.5925752302
751	0.5924639661
752	0.5923952671
753	0.592351965
754	0.5922745203
755	0.5922368267
756	0.59220731
757	0.5922054023
758	0.592203973
759	0.5921797018
760	0.5921270227
761	0.5920986667
762	0.5920477711
763	0.5920194316
764	0.5920015401
765	0.5919251278
766	0.5918450108
767	0.5917772638
768	0.5917754131
769	0.5917505116
770	0.5917472034
771	0.5916997489
772	0.5916476141
773	0.591612619
774	0.5915509087
775	0.5915002679
776	0.5914527216
777	0.5913933325
778	0.5913587877
779	0.5913255459
780	0.5912960894
781	0.5912260231
782	0.5912228506
783	0.5911709055
784	0.5911683329
785	0.5911195682
786	0.5910333365
787	0.5909692387
788	0.5909249374
789	0.5909057372
790	0.5908726852
791	0.5908157094
792	0.5907592801
793	0.5907243044
794	0.5906816103
795	0.5906440723
796	0.5905815921
797	0.5905606055
798	0.5905565895
799	0.5904973804
800	0.590495644
801	0.5904536256
802	0.5904102668
803	0.5903702676
804	0.5903516321
805	0.5903427967
806	0.5902986006
807	0.5902688961
808	0.5902462382
809	0.5901937316
810	0.5901912476
811	0.5901708212
812	0.5901243263
813	0.5900794765
814	0.5900458703
815	0.5900348565
816	0.5899971948
817	0.5899634621
818	0.5899227223
819	0.5898783662
820	0.5898323905
821	0.5897843445
822	0.5897065089
823	0.5896837678
824	0.5896807025
825	0.5896102359
826	0.5895255191
827	0.5894946113
828	0.5894407297
829	0.5894388289
830	0.5893138655
831	0.5892918021
832	0.5892580581
833	0.5892371641
834	0.5891634922
835	0.5891240685
836	0.5891185945
837	0.5890937307
838	0.5890465113
839	0.5890274749
840	0.5889718534
841	0.5889696455
842	0.5889034763
843	0.5888446271
844	0.5888249142
845	0.5887859323
846	0.5887821491
847	0.5887688599
848	0.5887671163
849	0.5887248946
850	0.5886863418
851	0.5886436559
852	0.5886016942
853	0.5885335296
854	0.5885095308
855	0.5884585661
856	0.5884272588
857	0.5884242504
858	0.5883458959
859	0.5883110788
860	0.5882876043
861	0.5882861539
862	0.5882843317
863	0.5882394495
864	0.5882290417
865	0.5882037679
866	0.5881506115
867	0.5881486323
868	0.5881055975
869	0.5880655081
870	0.5880638648
871	0.5880350109
872	0.587978837
873	0.5879615476
874	0.587911041
875	0.5878768292
876	0.5878379494
877	0.5877983429
878	0.5877317535
879	0.5877046703
880	0.5876758289
881	0.5876639967
882	0.5876609029
883	0.5875868945
884	0.5875629445
885	0.5875257125
886	0.5874593434
887	0.5874066532
888	0.5874043238
889	0.5873511501
890	0.5873337672
891	0.5873310879
892	0.587261368
893	0.5872539546
894	0.5872364219
895	0.5871944687
896	0.5871802316
897	0.5871357059
898	0.5871334836
899	0.5871146642
900	0.5870556882
901	0.5870542733
902	0.5870394145
903	0.5869717406
904	0.5869704116
905	0.58696178
906	0.5869376394
907	0.5869016965
908	0.5868768151
909	0.5868748642
910	0.5868193606
911	0.5867674675
912	0.5867640878
913	0.5867238486
914	0.5866903295
915	0.586630006
916	0.5865783702
917	0.5865390799
918	0.586521937
919	0.5864996868
920	0.5864561019
921	0.5864081535
922	0.5864058599
923	0.5863321122
924	0.5863174878
925	0.5862789235
926	0.5862173658
927	0.5861792565
928	0.5861614992
929	0.5861377665
930	0.5861019701
931	0.5860713342
932	0.5860386775
933	0.5859632736
934	0.5859121043
935	0.5859101248
936	0.5858580065
937	0.5858568203
938	0.5858552768
939	0.5858334953
940	0.5858323448
941	0.5857756133
942	0.5857287405
943	0.5856554101
944	0.5856340565
945	0.5856108616
946	0.5855895262
947	0.5855808752
948	0.5855387516
949	0.5854950715
950	0.5854583615
951	0.5854280833
952	0.5854044982
953	0.5854026834
954	0.58534718
955	0.5853447579
956	0.5852942458
957	0.5852870675
958	0.5852823632
959	0.5852542078
960	0.5852184487
961	0.5851532073
962	0.5851510852
963	0.5851310128
964	0.5850780479
965	0.5850265615
966	0.5850024724
967	0.584953356
968	0.584937033
969	0.5849186661
970	0.5849051113
971	0.584872551
972	0.5848015493
973	0.584773997
974	0.5847232647
975	0.5846523608
976	0.5845650434
977	0.5845275334
978	0.584472752
979	0.5844063838
980	0.5843709587
981	0.5843480338
982	0.5843035511
983	0.5842782348
984	0.5842657057
985	0.5842197237
986	0.5841671748
987	0.5841158005
988	0.5840558393
989	0.5839813467
990	0.5839235452
991	0.5838762265
992	0.5838592273
993	0.583805025
994	0.5837429448
995	0.5837121793
996	0.583657879
997	0.5836382132
998	0.583582312
999	0.5835705183
